,Unnamed: 0,text,mod_text
816,816,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 dress bunga lucu seharga Rp5.000. Dapatka… https://t.co/Hxvy13mybD","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'dress', 'bunga', 'lucu', 'harga', 'rp', 'dapatka']"
817,817,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 mini sealing mini sealer seharga Rp2.000.… https://t.co/7lkhJaU1bV","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'mini', 'aling', 'mini', 'sealer', 'harga', 'rp']"
818,818,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 kado bayi baru lahir seharga Rp95.000. Da… https://t.co/HEEGuVKesp","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'kado', 'bayi', 'baru', 'lahir', 'harga', 'rp', 'da']"
819,819,"""Dari enam tokoh yang dievaluasi kinerjanya secara terpisah, Prabowo Subianto sebagai Menteri Pertahanan menjadi to… https://t.co/NC4Lxi55cx","['dari', 'enam', 'tokoh', 'yang', 'evaluasi', 'kerja', 'cara', 'pisah', 'prabowo', 'subianto', 'bagai', 'menteri', 'tahan', 'jadi', 'to']"
820,820,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 kemeja polos wanita seharga Rp5.000. Dapa… https://t.co/2fOi2XdFGq","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'kemeja', 'polos', 'wanita', 'harga', 'rp', 'dapa']"
821,821,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 kartu brizzi limited edition seharga Rp15… https://t.co/zA0tymMjcq","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'kartu', 'brizzi', 'limited', 'edition', 'harga', 'rp']"
822,822,Menteri pertahanan (Menhan) mendapat penilaian positif tertinggi dari publik atas kinerjanya. Hal ini terpotret dal… https://t.co/xSCzfFIEDb,"['menteri', 'tahan', 'menhan', 'dapat', 'nilai', 'positif', 'tinggi', 'dari', 'publik', 'atas', 'kerja', 'hal', 'ini', 'potret', 'dal']"
823,823,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 dress anak bahan levis seharga Rp5.000. D… https://t.co/NP8bd8VXXk","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'dress', 'anak', 'bahan', 'levis', 'harga', 'rp', 'd']"
824,824,Para relawan dari berbagai elemen di Kabupaten Nganjuk mendeklarasikan dukungan kepada Prabowo Subianto sebagai Cap… https://t.co/ZZDDHOekap,"['para', 'rawan', 'dari', 'bagai', 'elemen', 'di', 'kabupaten', 'nganjuk', 'deklarasi', 'dukung', 'kepada', 'prabowo', 'subianto', 'bagai', 'cap']"
825,825,"@Gerindra seluruh pemuda dapat pesan dari Pak Prabowo, kalau pemudi kayak aku gini dapat apa dong min?👉👈","['gerindra', 'seluruh', 'pemuda', 'dapat', 'pesan', 'dari', 'pak', 'prabowo', 'kalau', 'pemudi', 'kayak', 'aku', 'gin', 'dapat', 'apa', 'dong', 'min']"
826,826,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 atasan baju tidur seharga Rp5.000. Dapatk… https://t.co/IGsEdwry86","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'atas', 'baju', 'tidur', 'harga', 'rp', 'dapatk']"
827,827,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 selempang petugas upacara 10 buah seharga… https://t.co/lrJ9dS5Xhb","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'selempang', 'tugas', 'upacara', 'buah', 'harga']"
828,828,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 topi pantai topi senam topi jogging sehar… https://t.co/fHCRPyImOU","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'topi', 'pantai', 'topi', 'senam', 'topi', 'jogging', 'sehar']"
829,829,"""Kami akan terus mendukung perjuangan ini. Pemerintah Indonesia beberapa kali memberikan penekanan akan terus memba… https://t.co/mIK9VSspMt","['kami', 'akan', 'terus', 'dukung', 'juang', 'ini', 'perintah', 'indonesia', 'beberapa', 'kali', 'beri', 'tekan', 'akan', 'terus', 'memba']"
830,830,"@Gerindra @prabowo Dm alamat ga min?, minta kaos 🫶🏼🙏🏻","['gerindra', 'prabowo', 'dm', 'alamat', 'ga', 'min', 'minta', 'kaos']"
831,831,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 tas ransel adidas predator seharga Rp10.0… https://t.co/j6YnT7gNq8","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'tas', 'ransel', 'adidas', 'predator', 'harga', 'rp']"
832,832,Tujuh Mantan Kapolri Termui Jenderal Listyo Sigit Prabowo https://t.co/pIx3aNH3YP,"['tujuh', 'mantan', 'kapolri', 'mu', 'jenderal', 'listyo', 'sigit', 'prabowo']"
833,833,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 flip cover leather samsung A03 Core sehar… https://t.co/uSW3Wvj8GE","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'flip', 'cover', 'leather', 'samsung', 'a', 'core', 'sehar']"
834,834,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 botol antis seharga Rp100. Dapatkan produ… https://t.co/wDUc8PNW65","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'botol', 'antis', 'harga', 'rp', 'dapat', 'produ']"
835,835,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 tas belanja indo atau alfa seharga Rp500.… https://t.co/KyBJ8UFKUZ","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'tas', 'belanja', 'indo', 'atau', 'alfa', 'harga', 'rp']"
836,836,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 souvenir 25rb seharga Rp30.000. Dapatkan… https://t.co/40ewonFNFF","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'souvenir', 'rb', 'harga', 'rp', 'dapat']"
837,837,"@HermanAlimin @prabowo @ganjarpranowo @Gerindra @Ganjar4RI Betul sekali.
Salah satu kartu kuning yg di dapat pak ga… https://t.co/yxK8Z5VH1p","['hermanalimin', 'prabowo', 'ganjarpranowo', 'gerindra', 'ganjarri', 'betul', 'sekali', 'salah', 'satu', 'kartu', 'kuning', 'yg', 'di', 'dapat', 'pak', 'ga']"
838,838,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 pengiris bawang seharga Rp5.000. Dapatkan… https://t.co/Q3xsOIVuxi","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'kir', 'bawang', 'harga', 'rp', 'dapat']"
839,839,"""Itu sebabnya mengapa Pak Prabowo memutuskan untuk bekerjasama dengan Presiden Jokowi. Karena beliau menyadari bahw… https://t.co/JmFNzXp3PX","['itu', 'sebab', 'mengapa', 'pak', 'prabowo', 'putus', 'untuk', 'bekerjasama', 'dengan', 'presiden', 'jokowi', 'karena', 'beliau', 'sadar', 'bahw']"
840,840,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 paku beton 4 cm seharga Rp300. Dapatkan p… https://t.co/Sv156Z6ZqI","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'paku', 'beton', 'cm', 'harga', 'rp', 'dapat', 'p']"
841,841,"""Kalau kemampuan itu kemudian ditingkatkan dalam kursi kepresidenan. Insya Allah bangsa Indonesia akan lebih baik k… https://t.co/XtZOp9BSMi","['kalau', 'mampu', 'itu', 'kemudian', 'tingkat', 'dalam', 'kursi', 'presiden', 'insya', 'allah', 'bangsa', 'indonesia', 'akan', 'lebih', 'baik', 'k']"
842,842,Muzani menilai Prabowo adalah orang yang tepat untuk memimpin Indonesia ke depan karena memiliki visi yang jelas da… https://t.co/IEWBcAaDpX,"['muzani', 'nilai', 'prabowo', 'adalah', 'orang', 'yang', 'tepat', 'untuk', 'pimpin', 'indonesia', 'ke', 'depan', 'karena', 'milik', 'visi', 'yang', 'jelas', 'da']"
843,843,Muzani mengatakan pemimpin perlu memiliki visi yang jelas menghadapi situasi tidak menentu seperti saat ini. Visi i… https://t.co/Mr09JeOX59,"['muzani', 'kata', 'pimpin', 'perlu', 'milik', 'visi', 'yang', 'jelas', 'hadap', 'situasi', 'tidak', 'tentu', 'seperti', 'saat', 'ini', 'visi', 'i']"
844,844,"""Dalam kancah internasional, Prabowo selalu dihormati sebagai Menteri Pertahanan dari republik besar,"" kata Muzani… https://t.co/bOnXYrdtvl","['dalam', 'kancah', 'internasional', 'prabowo', 'selalu', 'hormat', 'bagai', 'menteri', 'tahan', 'dari', 'republik', 'besar', 'kata', 'muzani']"
845,845,"@itbfess Pernah dpt uts 1 fisdas 2 nilainya 44, trus uas 68. Tapi maksimalin di RBL sama Tugas yang dikasih, alhamd… https://t.co/vtZpjcyPU7","['itbfess', 'pernah', 'dpt', 'uts', 'fisdas', 'nilai', 'trus', 'uas', 'tapi', 'maksimalin', 'di', 'rbl', 'sama', 'tugas', 'yang', 'kasih', 'alhamd']"
846,846,"@HelmiFelis_ Pak Anies pernah blg,selagi pak Prabowo nyalon presiden dia tidak akan pernah mencalonkan diri sebagai… https://t.co/NMoShD6irn","['helmifelis', 'pak', 'anies', 'pernah', 'blgselagi', 'pak', 'prabowo', 'nyalon', 'presiden', 'dia', 'tidak', 'akan', 'pernah', 'calon', 'diri', 'bagai']"
847,847,Sekjen Partai Gerindra Ahmad Muzani menyebut Ketua Umumnya yakni Prabowo Subianto dihormati di kancah internasional… https://t.co/6jtO5ccA0L,"['sekjen', 'partai', 'gerindra', 'ahmad', 'muzani', 'sebut', 'ketua', 'umum', 'yakni', 'prabowo', 'subianto', 'hormat', 'di', 'kancah', 'internasional']"
848,848,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 sabuk / kopel seharga Rp5.000. Dapatkan p… https://t.co/qOQ9N1iCqR","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'sabuk', 'kopel', 'harga', 'rp', 'dapat', 'p']"
849,849,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 baju dress anak perempuan seharga Rp5.000… https://t.co/D72q2i4KkP","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'baju', 'dress', 'anak', 'perempuan', 'harga', 'rp']"
850,850,“Menurut kami sosok prabowo memenuhi kriteria itu. Bersatu kembali sebagai suatu bangsa adalah langkah yang telah d… https://t.co/7ZKRQgin9o,"['turut', 'kami', 'sosok', 'prabowo', 'penuh', 'kriteria', 'itu', 'satu', 'kembali', 'bagai', 'suatu', 'bangsa', 'adalah', 'langkah', 'yang', 'telah', 'd']"
851,851,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 kemeja polos hijau army seharga Rp5.000.… https://t.co/FtOvPVHO5d","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'kemeja', 'polos', 'hijau', 'army', 'harga', 'rp']"
852,852,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 tas laptop 14 inch seharga Rp10.000. Dapa… https://t.co/xrLyo3yvbO","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'tas', 'laptop', 'inch', 'harga', 'rp', 'dapa']"
853,853,Prabowo Subianto Dinilai Sosok Perangkul Keberagaman Sosial Mending Prabowo https://t.co/ryZxSCaxT5 dekade08,"['prabowo', 'subianto', 'nilai', 'sosok', 'rangkul', 'agam', 'sosial', 'mending', 'prabowo', 'dekade']"
854,854,Nama Prabowo Subianto semakin diyakini sebagai sosok calon pemimpin yang sesuai untuk meyatukan keberagaman sosial… https://t.co/26m38yvOS8,"['nama', 'prabowo', 'subianto', 'makin', 'yakin', 'bagai', 'sosok', 'calon', 'pimpin', 'yang', 'sesuai', 'untuk', 'meyatukan', 'agam', 'sosial']"
855,855,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 buku tabungan sekolah seharga Rp500. Dapa… https://t.co/p26JJQTGuT","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'buku', 'tabung', 'sekolah', 'harga', 'rp', 'dapa']"
856,856,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 piyama bear size 10 seharga Rp5.000. Dapa… https://t.co/baiSrlsH1C","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'piyama', 'bear', 'size', 'harga', 'rp', 'dapa']"
857,857,"@pn7l7h Hanya Politik Prabowo yg menggandeng pemilih Jokowi, yg merangkul pemilih Jokowi. Krn beliau sadar sudah 2x… https://t.co/0nCb2WrzLN","['pnlh', 'hanya', 'politik', 'prabowo', 'yg', 'gandeng', 'pilih', 'jokowi', 'yg', 'rangkul', 'pilih', 'jokowi', 'krn', 'beliau', 'sadar', 'sudah', 'x']"
858,858,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 rok rempel SMP panjang seharga Rp20.000.… https://t.co/FntxhpaCBQ","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'rok', 'rempel', 'smp', 'panjang', 'harga', 'rp']"
859,859,@RadenKianSayang @NasDem @PDemokrat @PKSejahtera @aniesbaswedan @Gerindra @DPP_PKB @prabowo @cakimiNOW Kardus duren dimainkan kembali ?,"['radenkiansayang', 'nasdem', 'pdemokrat', 'pksejahtera', 'aniesbaswedan', 'gerindra', 'dpppkb', 'prabowo', 'cakiminow', 'kardus', 'duren', 'main', 'kembali']"
860,860,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 kaos anak doraemon seharga Rp7.000. Dapat… https://t.co/KIRijerb6n","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'kaos', 'anak', 'doraemon', 'harga', 'rp', 'dapat']"
861,861,"Prabowo Subianto, kata Ahmad Muzani, adalah pemimpin yang berkomitmen untuk selalu mengutamakan persatuan dan kesat… https://t.co/KKQLwYF2ki","['prabowo', 'subianto', 'kata', 'ahmad', 'muzani', 'adalah', 'pimpin', 'yang', 'komitmen', 'untuk', 'selalu', 'utama', 'satu', 'dan', 'kesat']"
862,862,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 buku kamus keuangan dan akuntansi seharga… https://t.co/fi5nR6Xt3S","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'buku', 'kamus', 'uang', 'dan', 'akuntansi', 'harga']"
863,863,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 karpet kamar mandi seharga Rp60.000. Dapa… https://t.co/KGCuDwmUj7","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'karpet', 'kamar', 'mandi', 'harga', 'rp', 'dapa']"
864,864,@BangEdiii @prabowo Oknum-oknum itu dan kelompoknya hanya membuat keributan dan permusuhan di masyarakat semakin be… https://t.co/dp5TUJzmIC,"['bangediii', 'prabowo', 'oknumoknum', 'itu', 'dan', 'kelompok', 'hanya', 'buat', 'ribut', 'dan', 'musuh', 'di', 'masyarakat', 'makin', 'be']"
865,865,"""Kalau kemampuan itu kemudian ditingkatkan dalam kursi kepresidenan. Insya Allah bangsa Indonesia akan lebih baik k… https://t.co/MKdQSmaryw","['kalau', 'mampu', 'itu', 'kemudian', 'tingkat', 'dalam', 'kursi', 'presiden', 'insya', 'allah', 'bangsa', 'indonesia', 'akan', 'lebih', 'baik', 'k']"
866,866,"Ahmad Muzani mengatakan, jika Prabowo Subianto diberi kesempatan untuk memimpin bangsa Indonesia, cuma satu hal yan… https://t.co/dtZKDWXF5F","['ahmad', 'muzani', 'kata', 'jika', 'prabowo', 'subianto', 'beri', 'sempat', 'untuk', 'pimpin', 'bangsa', 'indonesia', 'cuma', 'satu', 'hal', 'yan']"
867,867,@prabowo @Gerindra Pak ..kapan ni pak kampanye nya .biar heboh pak..biar sianis tenggelam dengan nama bapak.🙏,"['prabowo', 'gerindra', 'pak', 'kapan', 'ni', 'pak', 'kampanye', 'nya', 'biar', 'heboh', 'pakbiar', 'sian', 'tenggelam', 'dengan', 'nama', 'bapak']"
868,868,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 sepatu pantovel wanita 5 cm seharga Rp20.… https://t.co/h5JcH6L0Ah","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'sepatu', 'pantovel', 'wanita', 'cm', 'harga', 'rp']"
869,869,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 map upacara bendera seharga Rp105.000. Da… https://t.co/hpLiDWfG2Z","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'map', 'upacara', 'bendera', 'harga', 'rp', 'da']"
870,870,"Dalam kancah internasional, Prabowo selalu dihormati sebagai Menteri Pertahanan dari republik besar. Mending Prabow… https://t.co/pW4bUprIEr","['dalam', 'kancah', 'internasional', 'prabowo', 'selalu', 'hormat', 'bagai', 'menteri', 'tahan', 'dari', 'republik', 'besar', 'mending', 'prabow']"
871,871,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 kaos anak pink bear seharga Rp7.000. Dapa… https://t.co/w1yag0csuO","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'kaos', 'anak', 'pink', 'bear', 'harga', 'rp', 'dapa']"
872,872,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 batik coklat wanita seharga Rp20.000. Dap… https://t.co/VtP4BqKOs6","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'batik', 'coklat', 'wanita', 'harga', 'rp', 'dap']"
873,873,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 batik pria dewasa seharga Rp20.000. Dapat… https://t.co/nNTl3VrpQ4","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'batik', 'pria', 'dewasa', 'harga', 'rp', 'dapat']"
874,874,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 kopi liong bulan khas bogor seharga Rp2.0… https://t.co/nUsYpEpjIX","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'kopi', 'liong', 'bulan', 'khas', 'bogor', 'harga', 'rp']"
875,875,"@Dahnilanzar @prabowo @Kemhan_RI Hati-Hati dgn strategi PDIP, yg di osong PDIP dr dulu Ganjar!!Bukan puan, mrk tau… https://t.co/uzxl5yp8ld","['dahnilanzar', 'prabowo', 'kemhanri', 'hatihati', 'dgn', 'strategi', 'pdip', 'yg', 'di', 'osong', 'pdip', 'dr', 'dulu', 'ganjarbukan', 'puan', 'mrk', 'tau']"
876,876,@Gerindra @prabowo Sehat Selalu Jendral untuk INDONESIA RAYA...🙏🏼,"['gerindra', 'prabowo', 'sehat', 'selalu', 'jendral', 'untuk', 'indonesia', 'raya']"
877,877,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 celana pendek anak laki-laki seharga Rp3.… https://t.co/Hywg0J6Mc4","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'celana', 'pendek', 'anak', 'lakilaki', 'harga', 'rp']"
878,878,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
 cartridge HP 680 sepasang seharga Rp175.0… https://t.co/BKussglpDL","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'cartridge', 'hp', 'pasang', 'harga', 'rp']"
879,879,Prabowo dinilai mampu mensejahterakan semua lini bidang perekonomian dan menyelesaikan persoalan yang ada di Indone… https://t.co/xPKF0mIZiK,"['prabowo', 'nilai', 'mampu', 'sejahtera', 'semua', 'lini', 'bidang', 'ekonomi', 'dan', 'selesai', 'soal', 'yang', 'ada', 'di', 'indone']"
880,880,"“Bapak Prabowo adalah figur yang bisa memimpin Indonesia, di dalam negeri maupun luar negeri,” ujar Gus Ali Mending… https://t.co/UDAE50qsZP","['bapak', 'prabowo', 'adalah', 'figur', 'yang', 'bisa', 'pimpin', 'indonesia', 'di', 'dalam', 'negeri', 'maupun', 'luar', 'negeri', 'ujar', 'gus', 'ali', 'mending']"
881,881,"Menurut Gus Ali, saat ini bangsa ndonesia butuh pemimpin yang berani dan tegas di dalam dan di luar negeri, yaitu h… https://t.co/BTRPRskSgp","['turut', 'gus', 'ali', 'saat', 'ini', 'bangsa', 'ndonesia', 'butuh', 'pimpin', 'yang', 'berani', 'dan', 'tegas', 'di', 'dalam', 'dan', 'di', 'luar', 'negeri', 'yaitu', 'h']"
882,882,"Terbukti, para relawan dari berbagai elemen di Kabupaten Nganjuk juga makin solid dan kuat memberikan dukungan untu… https://t.co/Qdh3xNGGlB","['bukti', 'para', 'rawan', 'dari', 'bagai', 'elemen', 'di', 'kabupaten', 'nganjuk', 'juga', 'makin', 'solid', 'dan', 'kuat', 'beri', 'dukung', 'untu']"
883,883,@HelmiFelis_ Elu mirip Prabowo bib,"['helmifelis', 'elu', 'mirip', 'prabowo', 'bib']"
884,884,Para relawan dari kalangan akar rumput di Jawa Timur semakin menguat dalam mendukung Prabowo Subianto menjadi Presi… https://t.co/epxWWJJAvf,"['para', 'rawan', 'dari', 'kalang', 'akar', 'rumput', 'di', 'jawa', 'timur', 'makin', 'kuat', 'dalam', 'dukung', 'prabowo', 'subianto', 'jadi', 'pres']"
885,885,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
tas botol susu bayi anak Rp5.000 di toko F… https://t.co/juWjwxwmDC","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'tas', 'botol', 'susu', 'bayi', 'anak', 'rp', 'di', 'toko', 'f']"
886,886,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
tas goodie bag natal spunbond christmas Rp… https://t.co/iPMM88yLC9","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'tas', 'goodie', 'bag', 'natal', 'spunbond', 'christmas', 'rp']"
887,887,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
celana pendek anak Rp3.500 di toko FANIA G… https://t.co/EZIIC6Zh0J","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'celana', 'pendek', 'anak', 'rp', 'di', 'toko', 'fania', 'g']"
888,888,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
hiasan pohon natal  Rp5.000 di toko FANIA… https://t.co/dyg9p7xkwX","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'hias', 'pohon', 'natal', 'rp', 'di', 'toko', 'fania']"
889,889,"Puncaki Hasil Survei, Pasangan Prabowo-Erick Thohir Kalahkan Pasangan lain Mending Prabowo https://t.co/rTl3tBacix dekade08","['puncak', 'hasil', 'survei', 'pasang', 'prabowoerick', 'thohir', 'kalah', 'pasang', 'lain', 'mending', 'prabowo', 'dekade']"
890,890,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
kado bayi baru lahir Rp95.000 di toko FANI… https://t.co/DZmQ2buOzc","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'kado', 'bayi', 'baru', 'lahir', 'rp', 'di', 'toko', 'fani']"
891,891,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
tas laptop 14 inch Rp10.000 di toko FANIA… https://t.co/Vi80ECCsbq","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'tas', 'laptop', 'inch', 'rp', 'di', 'toko', 'fania']"
892,892,"Prabowo mampu menjaga stabilitas keamanan dan politik dalam negeri. Dan lagi, Prabowo disegani negara-negara di dun… https://t.co/Rg2PSHiDiC","['prabowo', 'mampu', 'jaga', 'stabilitas', 'aman', 'dan', 'politik', 'dalam', 'negeri', 'dan', 'lagi', 'prabowo', 'segani', 'negaranegara', 'di', 'dun']"
893,893,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
sepatu pantovel wanita 5 cm Rp20.000 di to… https://t.co/0Ri9tSCkd1","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'sepatu', 'pantovel', 'wanita', 'cm', 'rp', 'di', 'to']"
894,894,"menhan prabowo Selamat Hari Sumpah Pemuda Nikita Mirzani #OnitsukaTiger 
topi pantai topi jogging topi senam Rp5.00… https://t.co/6lUSSQlf71","['menhan', 'prabowo', 'selamat', 'hari', 'sumpah', 'pemuda', 'nikita', 'mirzani', 'onitsukatiger', 'topi', 'pantai', 'topi', 'jogging', 'topi', 'senam', 'rp']"
