,Unnamed: 0,text,mod_text
0,0,"Prabowo Subianto, kata Ahmad Muzani, adalah pemimpin yang berkomitmen untuk selalu mengutamakan persatuan dan kesat… https://t.co/lIb6Xcugsq","['prabowo', 'subianto', 'kata', 'ahmad', 'muzani', 'adalah', 'pimpin', 'yang', 'komitmen', 'untuk', 'selalu', 'utama', 'satu', 'dan', 'kesat']"
1,1,@prabowo  memberikan kesempatan kepada anak-anak Palestina untuk mendapatkan beasiswa kuliah di Universitas Pertaha… https://t.co/bY9NZVLOMq,"['prabowo', 'beri', 'sempat', 'kepada', 'anakanak', 'palestina', 'untuk', 'dapat', 'beasiswa', 'kuliah', 'di', 'universitas', 'pertaha']"
2,2,"""Negara Palestina di awal kemerdekaan Republik Indonesia tidak hanya sekadar mengakui, tetapi berperan aktif mening… https://t.co/6ug8lZVA5x","['negara', 'palestina', 'di', 'awal', 'merdeka', 'republik', 'indonesia', 'tidak', 'hanya', 'sekadar', 'aku', 'tetapi', 'peran', 'aktif', 'ning']"
3,3,"Prabowo-Erick berhasil unggul dengan presentase angka 34,7 persen, jauh berada di atas pasangan lainnya. @prabowo… https://t.co/W9rsaM1EvU","['prabowoerick', 'hasil', 'unggul', 'dengan', 'presentase', 'angka', 'persen', 'jauh', 'ada', 'di', 'atas', 'pasang', 'lain', 'prabowo']"
4,4,Nama Prabowo Subianto semakin diyakini sebagai sosok calon pemimpin yang sesuai untuk meyatukan keberagaman sosial… https://t.co/WcIt4JVYzY,"['nama', 'prabowo', 'subianto', 'makin', 'yakin', 'bagai', 'sosok', 'calon', 'pimpin', 'yang', 'sesuai', 'untuk', 'meyatukan', 'agam', 'sosial']"
5,5,"""Kebanggaan bagi saya menyambut Perdana Menteri dari sebuah negara yang berjasa besar, yang membantu negara kita di… https://t.co/qasvProRuE","['bangga', 'bagi', 'saya', 'sambut', 'perdana', 'menteri', 'dari', 'buah', 'negara', 'yang', 'jasa', 'besar', 'yang', 'bantu', 'negara', 'kita', 'di']"
6,6,"Ratusan emak-emak yang tergabung dalam Komunitas Emak-Emak Kabupaten Nganjuk, Jawa Timur menggelar deklarasi dukung… https://t.co/PManKdjL6F","['ratus', 'emakemak', 'yang', 'gabung', 'dalam', 'komunitas', 'emakemak', 'kabupaten', 'nganjuk', 'jawa', 'timur', 'gelar', 'deklarasi', 'dukung']"
7,7,"Puncaki Hasil Survei, Pasangan Prabowo-Erick Thohir Kalahkan Pasangan lain @prabowo https://t.co/Z5MEaaQ5Bs… https://t.co/hfEJQhBs8x","['puncak', 'hasil', 'survei', 'pasang', 'prabowoerick', 'thohir', 'kalah', 'pasang', 'lain', 'prabowo']"
8,8,@prabowo  Subianto Ungkap Jasa Besar Palestina Bantu Indonesia saat Susah https://t.co/4DiM6ExA2i   #MendingPrabowo #dekade08 #Pilpres2024,"['prabowo', 'subianto', 'ungkap', 'jasa', 'besar', 'palestina', 'bantu', 'indonesia', 'saat', 'susah', 'mendingprabowo', 'dekade', 'pilpres']"
9,9,"Prabowo Subianto, kata Ahmad Muzani, adalah pemimpin yang berkomitmen untuk selalu mengutamakan persatuan dan kesat… https://t.co/qdbI2psY33","['prabowo', 'subianto', 'kata', 'ahmad', 'muzani', 'adalah', 'pimpin', 'yang', 'komitmen', 'untuk', 'selalu', 'utama', 'satu', 'dan', 'kesat']"
10,10,"Raih Penghargaan Outstanding Leader in Defense &amp; Security, Prabowo: Ini Harapan dan Tantangan @prabowo… https://t.co/1xotXZaqC6","['raih', 'harga', 'outstanding', 'leader', 'in', 'defense', 'security', 'prabowo', 'ini', 'harap', 'dan', 'tantang', 'prabowo']"
11,11,"""Founding fathers kita mengharapkan negara kita harus dilindungi. Negara yang kaya harus melindungi kekayaannya,” u… https://t.co/6JFFF3Zug4","['founding', 'fathers', 'kita', 'harap', 'negara', 'kita', 'harus', 'lindung', 'negara', 'yang', 'kaya', 'harus', 'lindung', 'kaya', 'u']"
12,12,Sekjen Gerindra Ahmad Muzani menyebut Ketua Umumnya yakni Prabowo Subianto dihormati di kancah internasional sebaga… https://t.co/IpQgIRy6fH,"['sekjen', 'gerindra', 'ahmad', 'muzani', 'sebut', 'ketua', 'umum', 'yakni', 'prabowo', 'subianto', 'hormat', 'di', 'kancah', 'internasional', 'sebaga']"
13,13,"-JAKET HOODIE AAPE SPONGE BOB- selamat belanja! 
.
shopee: https://t.co/4OMWf9FFrS
.
 #mencloth #belanja #ShopeeID… https://t.co/SDEp8rqx2r","['jaket', 'hoodie', 'aape', 'sponge', 'bob', 'selamat', 'belanja', 'shopee', 'mencloth', 'belanja', 'shopeeid']"
14,14,"@jagadmana @Indones02644442 @Nurfatm56604604 @Tan_Mar3M Krn dipilih rakyat..
Lw kira mentang peraih bintang adhi ma… https://t.co/ZGW69phqG2","['jagadmana', 'indones', 'nurfatm', 'tanmarm', 'krn', 'pilih', 'rakyat', 'lw', 'kira', 'mentang', 'raih', 'bintang', 'adhi', 'ma']"
15,15,@prabowo  lantas menekankan bahwa pertahanan yang kuat adalah perintah UUD 1945 yang dalam pembukaannya menyebutkan… https://t.co/pybNKHOpAZ,"['prabowo', 'lantas', 'tekan', 'bahwa', 'tahan', 'yang', 'kuat', 'adalah', 'perintah', 'uud', 'yang', 'dalam', 'buka', 'sebut']"
16,16,"""Kalau kemampuan itu kemudian ditingkatkan dalam kursi kepresidenan. Insya Allah bangsa Indonesia akan lebih baik k… https://t.co/iWA6bqeGDH","['kalau', 'mampu', 'itu', 'kemudian', 'tingkat', 'dalam', 'kursi', 'presiden', 'insya', 'allah', 'bangsa', 'indonesia', 'akan', 'lebih', 'baik', 'k']"
17,17,Sekjen Gerindra Ahmad Muzani: Sebagai Menhan Prabowo Subianto Dihormati Dunia Mending Prabowo https://t.co/IW3AmtqGQi dekade08,"['sekjen', 'gerindra', 'ahmad', 'muzani', 'bagai', 'menhan', 'prabowo', 'subianto', 'hormat', 'dunia', 'mending', 'prabowo', 'dekade']"
18,18,"Sebut Sudah Waktunya Prabowo Subianto Jadi Presiden, Gerindra: Obsesi Beliau Cuma 1 Saja @prabowo… https://t.co/Mtd4PE2xW1","['sebut', 'sudah', 'waktu', 'prabowo', 'subianto', 'jadi', 'presiden', 'gerindra', 'obsesi', 'beliau', 'cuma', 'saja', 'prabowo']"
19,19,Sekjen Gerindra Ahmad Muzani menyebut Ketua Umumnya yakni Prabowo Subianto dihormati di kancah internasional sebaga… https://t.co/fIz004W4RD,"['sekjen', 'gerindra', 'ahmad', 'muzani', 'sebut', 'ketua', 'umum', 'yakni', 'prabowo', 'subianto', 'hormat', 'di', 'kancah', 'internasional', 'sebaga']"
20,20,"Harus diketahui oleh : 
. Yth pa'k presiden @jokowi,
Salam #Jokowi3periode , 🤟
Salam Darurat🆘
. @mprgoid
.… https://t.co/hdcp6Z7z3H","['harus', 'tahu', 'oleh', 'yth', 'pak', 'presiden', 'jokowi', 'salam', 'jokowiperiode', 'salam', 'darurat', 'mprgoid']"
21,21,Sekjen Gerindra Ahmad Muzani: Sebagai Menhan Prabowo Subianto Dihormati Dunia @prabowo https://t.co/QT5vg0wXep… https://t.co/HC7LyqRWu3,"['sekjen', 'gerindra', 'ahmad', 'muzani', 'bagai', 'menhan', 'prabowo', 'subianto', 'hormat', 'dunia', 'prabowo']"
22,22,Para relawan dari berbagai elemen masyarakat ini melakukan tanda tangan petisi di spanduk sebagai aksi nyata untuk… https://t.co/7pbkTZmTRd,"['para', 'rawan', 'dari', 'bagai', 'elemen', 'masyarakat', 'ini', 'laku', 'tanda', 'tangan', 'petisi', 'di', 'spanduk', 'bagai', 'aksi', 'nyata', 'untuk']"
23,23,@_SEKNAS_RI @Budi_Dharma88 @AwYesaya @Allyriva19 @kapten11 @EAbadi7 @SomarwaneSefnat @Nengnengpondasi @RealYany… https://t.co/fyZd1HVroH,"['seknasri', 'budidharma', 'awyesaya', 'allyriva', 'kapten', 'eabadi', 'somarwanesefnat', 'nengnengpondasi', 'realyany']"
24,24,Sekjen Partai Gerindra Ahmad Muzani menyebut Ketua Umumnya yakni Prabowo Subianto dihormati di kancah internasional… https://t.co/dAmFjHcKYS,"['sekjen', 'partai', 'gerindra', 'ahmad', 'muzani', 'sebut', 'ketua', 'umum', 'yakni', 'prabowo', 'subianto', 'hormat', 'di', 'kancah', 'internasional']"
25,25,Sesumbar Gerindra Sebut Prabowo Sosok Tepat Suksesor Jokowi @prabowo https://t.co/gvcGGAZ51i #MendingPrabowo #dekade08 #Pilpres2024,"['sesumbar', 'gerindra', 'sebut', 'prabowo', 'sosok', 'tepat', 'suksesor', 'jokowi', 'prabowo', 'mendingprabowo', 'dekade', 'pilpres']"
26,26,"Terbukti, para relawan dari berbagai elemen di Kabupaten Nganjuk juga makin solid dan kuat memberikan dukungan untu… https://t.co/pKZWHDzxlK","['bukti', 'para', 'rawan', 'dari', 'bagai', 'elemen', 'di', 'kabupaten', 'nganjuk', 'juga', 'makin', 'solid', 'dan', 'kuat', 'beri', 'dukung', 'untu']"
27,27,"""Kalau kemampuan itu kemudian ditingkatkan dalam kursi kepresidenan. Insyaallah bangsa Indonesia akan lebih baik ke… https://t.co/j4YfhZ5pyI","['kalau', 'mampu', 'itu', 'kemudian', 'tingkat', 'dalam', 'kursi', 'presiden', 'insyaallah', 'bangsa', 'indonesia', 'akan', 'lebih', 'baik', 'ke']"
28,28,"Gus Ali mengatakan, aksi ini merupakan pernyataan sikap untuk mendukung Prabowo Presiden 2024. Mending Prabowo… https://t.co/tIpexbDUHc","['gus', 'ali', 'kata', 'aksi', 'ini', 'rupa', 'nyata', 'sikap', 'untuk', 'dukung', 'prabowo', 'presiden', 'mending', 'prabowo']"
29,29,"""Karena itu kami merasa tidak berlebihan kalau @prabowo  adalah orang yang tepat untuk memimpin bangsa kita ke depa… https://t.co/aQXt2B2dme","['karena', 'itu', 'kami', 'rasa', 'tidak', 'lebih', 'kalau', 'prabowo', 'adalah', 'orang', 'yang', 'tepat', 'untuk', 'pimpin', 'bangsa', 'kita', 'ke', 'depa']"
30,30,"Menurut Muzani, @prabowo  sosok yang tepat menjadi pemimpin karena memiliki visi yang jelas, karakter memimpin yang… https://t.co/MOwkj6kcSS","['turut', 'muzani', 'prabowo', 'sosok', 'yang', 'tepat', 'jadi', 'pimpin', 'karena', 'milik', 'visi', 'yang', 'jelas', 'karakter', 'pimpin', 'yang']"
31,31,"@hartta_ @alisyarief Prabowo udah gak laku..
Kan sudah beda partai","['hartta', 'alisyarief', 'prabowo', 'udah', 'gak', 'laku', 'kan', 'sudah', 'beda', 'partai']"
32,32,"""Pak @prabowo  menyadari bahwa kegotongroyongan diperlukan dalam mambangun dan memajukan bangsa kita,"" kata Muzani… https://t.co/2fr5QTeUBu","['pak', 'prabowo', 'sadar', 'bahwa', 'kegotongroyongan', 'perlu', 'dalam', 'mambangun', 'dan', 'maju', 'bangsa', 'kita', 'kata', 'muzani']"
33,33,"""Persatuan dan kesatuan adalah kunci agar rakyat Indonesia bisa tersenyum menatap masa depan. Itu sebabnya mengapa… https://t.co/6o7516AeeL","['satu', 'dan', 'satu', 'adalah', 'kunci', 'agar', 'rakyat', 'indonesia', 'bisa', 'senyum', 'tatap', 'masa', 'depan', 'itu', 'sebab', 'mengapa']"
34,34,"@prabowo Selamat sore dari provinsi riau pak🙏
Memohon bantuan kpd bpk prabowo🙏🙏🙏","['prabowo', 'selamat', 'sore', 'dari', 'provinsi', 'riau', 'pak', 'mohon', 'bantu', 'kpd', 'bpk', 'prabowo']"
35,35,2Tanpa rasa takut menghalu rintangan HP_Don_ Hadi Prabowo #HPDonMenang #PKS3Besar,"['tanpa', 'rasa', 'takut', 'menghalu', 'rintang', 'hpdon', 'had', 'prabowo', 'hpdonmenang', 'pksbesar']"
36,36,Gerindra Sebut Capres-Cawapres Ditentukan Prabowo dan Cak Imin https://t.co/3b5p1GcX13,"['gerindra', 'sebut', 'caprescawapres', 'tentu', 'prabowo', 'dan', 'cak', 'imin']"
37,37,"Puncaki Hasil Survei, Pasangan Prabowo-Erick Thohir Kalahkan Pasangan lain Mending Prabowo https://t.co/PDI3jtI5nW dekade08","['puncak', 'hasil', 'survei', 'pasang', 'prabowoerick', 'thohir', 'kalah', 'pasang', 'lain', 'mending', 'prabowo', 'dekade']"
38,38,@RadenKianSayang @NasDem @PDemokrat @PKSejahtera @aniesbaswedan @Gerindra @DPP_PKB @prabowo @cakimiNOW Cucu PKI kapan diproses??,"['radenkiansayang', 'nasdem', 'pdemokrat', 'pksejahtera', 'aniesbaswedan', 'gerindra', 'dpppkb', 'prabowo', 'cakiminow', 'cucu', 'pki', 'kapan', 'proses']"
39,39,"""Kalau kemampuan itu kemudian ditingkatkan dalam kursi kepresidenan. Insya Allah bangsa Indonesia akan lebih baik k… https://t.co/YiXachQijh","['kalau', 'mampu', 'itu', 'kemudian', 'tingkat', 'dalam', 'kursi', 'presiden', 'insya', 'allah', 'bangsa', 'indonesia', 'akan', 'lebih', 'baik', 'k']"
40,40,"Salah &amp; Mahrez jadi komentator di Piala Dunia Qatar 2022

Sosis Sultan
gbk senayan
#ceweksange
Real Sociedad
menhan… https://t.co/YvTOBLEygi","['salah', 'mahrez', 'jadi', 'komentator', 'di', 'piala', 'dunia', 'qatar', 'sosis', 'sultan', 'gbk', 'senayan', 'ceweksange', 'real', 'sociedad', 'menhan']"
41,41,"Salah &amp; Mahrez jadi komentator di Piala Dunia Qatar 2022

Sosis Sultan
gbk senayan
#ceweksange
Real Sociedad
menhan… https://t.co/MQsefYf9n6","['salah', 'mahrez', 'jadi', 'komentator', 'di', 'piala', 'dunia', 'qatar', 'sosis', 'sultan', 'gbk', 'senayan', 'ceweksange', 'real', 'sociedad', 'menhan']"
42,42,@prabowo Apa rasanya pak,"['prabowo', 'apa', 'rasa', 'pak']"
43,43,@prabowo Saya sangat berharap kepada bpk prabowo membantu saya mau buka usaha tapi tidak punya modal🙏🙏🙏,"['prabowo', 'saya', 'sangat', 'harap', 'kepada', 'bpk', 'prabowo', 'bantu', 'saya', 'mau', 'buka', 'usaha', 'tapi', 'tidak', 'punya', 'modal']"
44,44,"Prabowo mampu menjaga stabilitas keamanan dan politik dalam negeri. Dan lagi, Prabowo disegani negara-negara di dun… https://t.co/P78EURB8sJ","['prabowo', 'mampu', 'jaga', 'stabilitas', 'aman', 'dan', 'politik', 'dalam', 'negeri', 'dan', 'lagi', 'prabowo', 'segani', 'negaranegara', 'di', 'dun']"
45,45,@McKayo_68 @PKSejahtera @NasDem @PDemokrat @Gerindra dan @prabowo elu berdua adem adem aje ye. Tak respon oni 🤣🤣🤣🤣🤣… https://t.co/sphTaxIPDy,"['mckayo', 'pksejahtera', 'nasdem', 'pdemokrat', 'gerindra', 'dan', 'prabowo', 'elu', 'dua', 'adem', 'adem', 'aje', 'ye', 'tak', 'respon', 'oni']"
46,46,"“Kami butuh pemimpin tegas seperti bapak Prabowo. Indonesia merindukan pemimpin seperti beliau,” kata Muhammad Saiz… https://t.co/SD5sSuUWCH","['kami', 'butuh', 'pimpin', 'tegas', 'seperti', 'bapak', 'prabowo', 'indonesia', 'rindu', 'pimpin', 'seperti', 'beliau', 'kata', 'muhammad', 'saiz']"
47,47,"“Kami kaum Z siap mendukung dan mengawal bapak Prabowo, sampai menjadi Presiden RI,” tegas Muhammad Saiz Mending Pr… https://t.co/U3ZhT19CUe","['kami', 'kaum', 'z', 'siap', 'dukung', 'dan', 'awal', 'bapak', 'prabowo', 'sampai', 'jadi', 'presiden', 'ri', 'tegas', 'muhammad', 'saiz', 'mending', 'pr']"
48,48,"-Jaket Vespa Jumper Vespa Jaket- selamat belanja! 
.
shopee: https://t.co/vGFwhmUcPy
.
 #mencloth #belanja… https://t.co/WijSxWJp0P","['jaket', 'vespa', 'jumper', 'vespa', 'jaket', 'selamat', 'belanja', 'shopee', 'mencloth', 'belanja']"
49,49,@malakmalakmal Iya kalau lawannya Puan atau Prabowo. Kalau Ganjar maju bakal ngulang 2019. Menang besar di Jabar ta… https://t.co/ro5gLMeCGG,"['malakmalakmal', 'iya', 'kalau', 'lawan', 'puan', 'atau', 'prabowo', 'kalau', 'ganjar', 'maju', 'bakal', 'ngulang', 'menang', 'besar', 'di', 'jabar', 'ta']"
50,50,Muzani mengklaim Prabowo pemimpin yang berkomitmen untuk selalu mengutamakan persatuan dan kesatuan. Mending Prabow… https://t.co/fzXQKbPex7,"['muzani', 'klaim', 'prabowo', 'pimpin', 'yang', 'komitmen', 'untuk', 'selalu', 'utama', 'satu', 'dan', 'satu', 'mending', 'prabow']"
51,51,Muzani mengatakan Prabowo hanya ingin melihat masyarakat Indonesia tersenyum menatap masa depan bila ada kesempatan… https://t.co/ifgUcoGoHW,"['muzani', 'kata', 'prabowo', 'hanya', 'ingin', 'lihat', 'masyarakat', 'indonesia', 'senyum', 'tatap', 'masa', 'depan', 'bila', 'ada', 'sempat']"
52,52,@23_prabowo Aduhh huhuu cara tradisional tuh menyebalkan dan lama sekali apalagi buat trigono 😞😞 Okeyyde ka terimakasiii,"['prabowo', 'aduhh', 'huhuu', 'cara', 'tradisional', 'tuh', 'sebal', 'dan', 'lama', 'sekali', 'apalagi', 'buat', 'trigono', 'okeyyde', 'ka', 'terimakasiii']"
53,53,"""Dalam kancah internasional, Prabowo selalu dihormati sebagai Menteri Pertahanan dari republik besar,"" ucap Muzani… https://t.co/rr9096UjI0","['dalam', 'kancah', 'internasional', 'prabowo', 'selalu', 'hormat', 'bagai', 'menteri', 'tahan', 'dari', 'republik', 'besar', 'ucap', 'muzani']"
54,54,Pengamat: Publik Sudah Jenuh Penyebab Elektabilitas Prabowo Anjlok https://t.co/x8xYHu3tpg,"['amat', 'publik', 'sudah', 'jenuh', 'sebab', 'elektabilitas', 'prabowo', 'anjlok']"
55,55,Pengamat: Publik Sudah Jenuh Penyebab Elektabilitas Prabowo Anjlok https://t.co/x8xYHu41eO via @Indopolitika,"['amat', 'publik', 'sudah', 'jenuh', 'sebab', 'elektabilitas', 'prabowo', 'anjlok', 'via', 'indopolitika']"
56,56,Muzani yakin Indonesia akan menjadi lebih baik jika Prabowo menjadi presiden Indonesia berikutnya. Mending Prabowo… https://t.co/ixyMuxYyEZ,"['muzani', 'yakin', 'indonesia', 'akan', 'jadi', 'lebih', 'baik', 'jika', 'prabowo', 'jadi', 'presiden', 'indonesia', 'ikut', 'mending', 'prabowo']"
57,57,"@jokowi SI OYEN KETEMU HAHAHAHAHAHAAH...

pak @prabowo kode keras iniiih https://t.co/S2pJA9mXFD","['jokowi', 'si', 'oyen', 'ketemu', 'hahahahahahaah', 'pak', 'prabowo', 'kode', 'keras', 'iniiih']"
58,58,Gerindra yakin Indonesia menjadi lebih baik jika Prabowo Subianto jadi presiden lantaran selama ini dihormati di ka… https://t.co/sIOwJXY2pw,"['gerindra', 'yakin', 'indonesia', 'jadi', 'lebih', 'baik', 'jika', 'prabowo', 'subianto', 'jadi', 'presiden', 'lantar', 'lama', 'ini', 'hormat', 'di', 'ka']"
59,59,Sekjen Gerindra Ahmad Muzani menyebut Ketua Umumnya yakni Prabowo Subianto dihormati di kancah internasional sebaga… https://t.co/spMn1P7uNp,"['sekjen', 'gerindra', 'ahmad', 'muzani', 'sebut', 'ketua', 'umum', 'yakni', 'prabowo', 'subianto', 'hormat', 'di', 'kancah', 'internasional', 'sebaga']"
60,60,"Emang nggak punya data alias nggak punya bukti makanya mundur, kalo ijazah jokowi palsu sejak pilpres lalu saat law… https://t.co/7APM7qwgOB","['emang', 'nggak', 'punya', 'data', 'alias', 'nggak', 'punya', 'bukti', 'makanya', 'mundur', 'kalo', 'ijazah', 'jokowi', 'palsu', 'sejak', 'pilpres', 'lalu', 'saat', 'law']"
61,61,@IsnainyUdin @Quvvatt @panca66 @msaid_didu Kalo besok Anies sama Prabowo yang maju. Milih Prabowo donk ya!,"['isnainyudin', 'quvvatt', 'panca', 'msaiddidu', 'kalo', 'besok', 'anies', 'sama', 'prabowo', 'yang', 'maju', 'milih', 'prabowo', 'donk', 'ya']"
62,62,"Gerindra: Prabowo Dihormati Dunia, Jadi Presiden Indonesia Lebih Baik Mending Prabowo https://t.co/cgrIhbmjQ6 dekade08","['gerindra', 'prabowo', 'hormat', 'dunia', 'jadi', 'presiden', 'indonesia', 'lebih', 'baik', 'mending', 'prabowo', 'dekade']"
63,63,"""Karena itu, Pak Prabowo menyadari bahwa kegotongroyongan diperlukan dalam mambangun dan memajukan bangsa kita,"" ka… https://t.co/TS3x5UJRHK","['karena', 'itu', 'pak', 'prabowo', 'sadar', 'bahwa', 'kegotongroyongan', 'perlu', 'dalam', 'mambangun', 'dan', 'maju', 'bangsa', 'kita', 'ka']"
64,64,Muzani mengatakan bahwa persatuan dan kesatuan adalah kunci agar rakyat Indonesia bisa tersenyum. Hal itu yang meny… https://t.co/ZzM3Rpgsqe,"['muzani', 'kata', 'bahwa', 'satu', 'dan', 'satu', 'adalah', 'kunci', 'agar', 'rakyat', 'indonesia', 'bisa', 'senyum', 'hal', 'itu', 'yang', 'meny']"
65,65,Muzani mengatakan bahwa dalam kancah internasional Prabowo selalu dihormati sebagai Menteri Pertahanan. Mending Pra… https://t.co/Kpx7P3NffV,"['muzani', 'kata', 'bahwa', 'dalam', 'kancah', 'internasional', 'prabowo', 'selalu', 'hormat', 'bagai', 'menteri', 'tahan', 'mending', 'pra']"
66,66,@SalmanA68307536 @prabowo @Anyer_Fury @Gerindra Ya kalo bisa.. kalo ga bisa ya jangan maksa kan dirilah.. harus nya… https://t.co/wTyBZSZ1rO,"['salmana', 'prabowo', 'anyerfury', 'gerindra', 'ya', 'kalo', 'bisa', 'kalo', 'ga', 'bisa', 'ya', 'jangan', 'maksa', 'kan', 'diri', 'harus', 'nya']"
67,67,"Matangkan Duet Capres-Cawapres, Prabowo-Muhaimin Bakal Ketemu Lagi

https://t.co/WnPKUeex9e","['matang', 'duet', 'caprescawapres', 'prabowomuhaimin', 'bakal', 'ketemu', 'lagi']"
68,68,@anntsja Lhopital buat ngecek bener apa gak aja jawaban yang didapet dari pake cara biasa,"['anntsja', 'lhopital', 'buat', 'ngecek', 'bener', 'apa', 'gak', 'aja', 'jawab', 'yang', 'didapet', 'dari', 'pake', 'cara', 'biasa']"
69,69,"Sebut Sudah Waktunya Prabowo Subianto Jadi Presiden, Gerindra: Obsesi Beliau Cuma 1 Saja Mending Prabowo https://t.co/SBWTUEEyZM dekade08","['sebut', 'sudah', 'waktu', 'prabowo', 'subianto', 'jadi', 'presiden', 'gerindra', 'obsesi', 'beliau', 'cuma', 'saja', 'mending', 'prabowo', 'dekade']"
70,70,"Prabowo menegaskan, pemberian beasiswa tersebut sebagai bentuk langkah nyata posisi Indonesia di belakang Palestina… https://t.co/rFmhw96qbd","['prabowo', 'tegas', 'beri', 'beasiswa', 'sebut', 'bagai', 'bentuk', 'langkah', 'nyata', 'posisi', 'indonesia', 'di', 'belakang', 'palestina']"
71,71,Erick Thohir dinilai memiliki elektabilitas kuat mewakili pemilih segmen nasionalis dan religius  https://t.co/IDyRAdXDIn,"['erick', 'thohir', 'nilai', 'milik', 'elektabilitas', 'kuat', 'wakil', 'pilih', 'segmen', 'nasionalis', 'dan', 'religius']"
72,72,"""Kami juga menawarkan beasiswa di tingkat SMA berasrama (boarding school) serta sekolah-sekolah militer lainnya unt… https://t.co/q9LyxmljvL","['kami', 'juga', 'tawar', 'beasiswa', 'di', 'tingkat', 'sma', 'asrama', 'boarding', 'school', 'serta', 'sekolahsekolah', 'militer', 'lain', 'unt']"
73,73,"""Negara Palestina di awal kemerdekaan Republik Indonesia tidak hanya sekadar mengakui, tidak sekadar mendukung, tet… https://t.co/Bl5iwMQlGt","['negara', 'palestina', 'di', 'awal', 'merdeka', 'republik', 'indonesia', 'tidak', 'hanya', 'sekadar', 'aku', 'tidak', 'sekadar', 'dukung', 'tet']"
74,74,"@BosPurwa Ganjar
Airlangga 
Prabowo
Puan

Ntar yg tanding tinggal AHY ama RR","['bospurwa', 'ganjar', 'airlangga', 'prabowo', 'puan', 'ntar', 'yg', 'tanding', 'tinggal', 'ahy', 'ama', 'rr']"
75,75,"@Sobat_RK @prabowo @ridwankamil @ganjarpranowo Modal yang baik untuk 2024..
Kinerja bagus, bonus dari masyarakat ad… https://t.co/bO0JxVIAs7","['sobatrk', 'prabowo', 'ridwankamil', 'ganjarpranowo', 'modal', 'yang', 'baik', 'untuk', 'kerja', 'bagus', 'bonus', 'dari', 'masyarakat', 'ad']"
76,76,"@triliuner007 @KetumProDEMnew @jokowi @SBYudhoyono @prabowo @aniesbaswedan Eluh yg goblog nuduh orang. 
https://t.co/v8JEZTlC8S","['triliuner', 'ketumprodemnew', 'jokowi', 'sbyudhoyono', 'prabowo', 'aniesbaswedan', 'eluh', 'yg', 'goblog', 'nuduh', 'orang']"
77,77,"Raih Penghargaan Outstanding Leader in Defense &amp; Security, Prabowo: Ini Harapan dan Tantangan Mending Prabowo… https://t.co/BDVH9Kdsip","['raih', 'harga', 'outstanding', 'leader', 'in', 'defense', 'security', 'prabowo', 'ini', 'harap', 'dan', 'tantang', 'mending', 'prabowo']"
78,78,Sesumbar Gerindra Sebut @prabowo  Sosok Tepat Suksesor Jokowi https://t.co/Dn6N4d9Qsn   #MendingPrabowo #dekade08 #Pilpres2024,"['sesumbar', 'gerindra', 'sebut', 'prabowo', 'sosok', 'tepat', 'suksesor', 'jokowi', 'mendingprabowo', 'dekade', 'pilpres']"
79,79,"""Pak @prabowo  menyadari bahwa kegotongroyongan diperlukan dalam mambangun dan memajukan bangsa kita,"" kata Muzani… https://t.co/yL0qQMlIHr","['pak', 'prabowo', 'sadar', 'bahwa', 'kegotongroyongan', 'perlu', 'dalam', 'mambangun', 'dan', 'maju', 'bangsa', 'kita', 'kata', 'muzani']"
80,80,@triliuner007 @Zie83132906 @KetumProDEMnew @jokowi @SBYudhoyono @prabowo @aniesbaswedan Simak nih video2 dlm link i… https://t.co/wYt66oLJL6,"['triliuner', 'zie', 'ketumprodemnew', 'jokowi', 'sbyudhoyono', 'prabowo', 'aniesbaswedan', 'simak', 'nih', 'video', 'dlm', 'link', 'i']"
81,81,"""Persatuan dan kesatuan adalah kunci agar rakyat Indonesia bisa tersenyum menatap masa depan. Itu sebabnya mengapa… https://t.co/nkTJxCyYvh","['satu', 'dan', 'satu', 'adalah', 'kunci', 'agar', 'rakyat', 'indonesia', 'bisa', 'senyum', 'tatap', 'masa', 'depan', 'itu', 'sebab', 'mengapa']"
82,82,"Menurut Muzani, @prabowo  adalah pemimpin yang berkomitmen untuk selalu mengutamakan persatuan dan kesatuan.… https://t.co/SBO7AU5vEl","['turut', 'muzani', 'prabowo', 'adalah', 'pimpin', 'yang', 'komitmen', 'untuk', 'selalu', 'utama', 'satu', 'dan', 'satu']"
83,83,"Jika @prabowo  diberi kesempatan untuk memimpin bangsa Indonesia, cuma satu hal yang ingin @prabowo  lakukan. Yaitu… https://t.co/bv8XsXprjm","['jika', 'prabowo', 'beri', 'sempat', 'untuk', 'pimpin', 'bangsa', 'indonesia', 'cuma', 'satu', 'hal', 'yang', 'ingin', 'prabowo', 'laku', 'yaitu']"
84,84,"Menurut Muzani, Prabowo sosok yang tepat menjadi pemimpin karena memiliki visi yang jelas, karakter memimpin yang k… https://t.co/jdWvaU21BZ","['turut', 'muzani', 'prabowo', 'sosok', 'yang', 'tepat', 'jadi', 'pimpin', 'karena', 'milik', 'visi', 'yang', 'jelas', 'karakter', 'pimpin', 'yang', 'k']"
